date,profit
2025-10-17,190.49
2025-10-17,112.21
2025-10-17,302.65
2025-10-17,346.01
2025-10-17,448.0
2025-10-17,204.06
2025-10-17,474.83
2025-10-17,464.28
2025-10-17,212.04
2025-10-17,356.43
2025-10-17,217.38
2025-10-17,389.36
2025-10-17,179.89
2025-10-17,361.62
2025-10-17,501.51
2025-10-17,314.43
2025-10-17,190.24
2025-10-17,215.46
2025-10-17,234.51
2025-10-17,324.98
2025-10-17,392.41
2025-10-17,397.83
2025-10-17,145.89
2025-10-17,375.33
2025-10-17,276.11
2025-10-17,197.69
2025-10-17,453.95
2025-10-17,318.63
2025-10-17,233.0
2025-10-17,289.94
2025-10-17,294.26
2025-10-17,115.92
2025-10-17,232.09
2025-10-17,209.34
2025-10-17,153.56
2025-10-17,250.34
2025-10-17,423.06
2025-10-17,389.37
2025-10-17,452.91
2025-10-17,447.36
2025-10-17,150.7
2025-10-17,193.48
2025-10-17,405.57
2025-10-17,357.49
2025-10-17,412.72
2025-10-17,369.03
2025-10-17,223.83
2025-10-17,135.18
2025-10-17,211.22
2025-10-17,250.06
2025-10-17,355.3
2025-10-17,460.27
2025-10-17,184.42
2025-10-17,122.01
2025-10-17,196.23
2025-10-17,436.27
2025-10-17,472.97
2025-10-17,437.05
2025-10-17,370.95
2025-10-17,141.68
2025-10-17,161.13
2025-10-17,322.87
2025-10-17,300.58
2025-10-17,440.27
2025-10-17,480.61
2025-10-17,174.95
2025-10-17,324.91
2025-10-17,167.13
2025-10-17,404.35
2025-10-17,423.91
2025-10-17,341.3
2025-10-17,89.76
2025-10-17,279.65
2025-10-17,326.03
2025-10-17,160.49
2025-10-17,408.39
2025-10-17,303.92
2025-10-17,341.77
2025-10-17,345.88
2025-10-17,254.9
2025-10-17,122.91
2025-10-17,433.4
2025-10-17,427.35
2025-10-17,365.91
2025-10-17,352.41
2025-10-17,461.64
2025-10-17,303.7
2025-10-17,309.02
2025-10-17,441.05
2025-10-17,177.06
2025-10-17,137.48
2025-10-17,280.5
2025-10-17,351.4
2025-10-17,489.98
2025-10-17,287.73
2025-10-17,435.58
2025-10-17,232.37
2025-10-17,95.02
2025-10-17,261.1
2025-10-17,127.43
2025-10-17,202.82
2025-10-17,241.85
2025-10-17,339.37
2025-10-17,332.03
2025-10-17,176.01
2025-10-17,429.98
2025-10-17,460.06
2025-10-17,151.68
2025-10-17,421.85
2025-10-17,469.55
2025-10-17,503.75
2025-10-17,371.11
2025-10-17,265.19
2025-10-17,374.69
2025-10-17,417.99
2025-10-17,295.52
2025-10-17,184.33
2025-10-17,459.49
2025-10-17,193.26
2025-10-17,369.41
2025-10-17,408.86
2025-10-17,351.95
2025-10-17,233.01
2025-10-17,186.98
2025-10-17,508.82
2025-10-17,336.44
2025-10-17,153.13
2025-10-17,361.07
2025-10-17,179.58
2025-10-17,83.29
2025-10-17,466.26
2025-10-17,242.18
2025-10-17,132.97
2025-10-17,212.52
2025-10-17,139.29
2025-10-17,179.97
2025-10-17,303.04
2025-10-17,313.13
2025-10-17,304.99
2025-10-17,337.38
2025-10-17,377.22
2025-10-17,263.71
2025-10-17,265.39
2025-10-17,291.8
2025-10-17,324.84
2025-10-17,363.21
2025-10-17,329.65
2025-10-17,121.62
2025-10-17,293.64
2025-10-17,425.14
2025-10-17,450.01
2025-10-17,336.4
2025-10-17,498.63
2025-10-17,467.69
2025-10-17,326.89
2025-10-17,265.56
2025-10-17,369.52
2025-10-17,448.01
2025-10-17,478.84
2025-10-17,504.13
2025-10-17,366.94
2025-10-17,459.81
2025-10-17,487.54
2025-10-17,432.66
2025-10-17,475.42
2025-10-17,178.05
2025-10-17,243.82
2025-10-17,396.16
2025-10-17,254.9
2025-10-17,160.03
2025-10-17,236.92
2025-10-17,341.56
2025-10-17,265.9
2025-10-17,393.92
2025-10-17,129.11
2025-10-17,168.18
2025-10-17,182.82
2025-10-17,254.73
2025-10-17,272.6
2025-10-17,364.27
2025-10-17,396.98
2025-10-17,427.48
2025-10-17,303.9
2025-10-17,216.98
2025-10-17,266.05
2025-10-17,484.26
2025-10-17,174.66
2025-10-17,400.5
2025-10-17,184.64
2025-10-17,293.2
2025-10-17,253.95
2025-10-17,337.01
2025-10-17,190.0
2025-10-17,302.31
2025-10-17,207.01
2025-10-17,396.6
2025-10-17,322.02
2025-10-17,444.86
2025-10-17,396.17
2025-10-17,425.57
2025-10-17,359.49
2025-10-17,251.35
2025-10-17,289.96
2025-10-17,359.67
2025-10-17,269.67
2025-10-17,239.61
2025-10-17,388.1
2025-10-17,181.49
2025-10-17,406.87
2025-10-17,273.87
2025-10-17,221.52
2025-10-17,210.11
2025-10-17,266.67
2025-10-17,408.07
2025-10-17,464.16
2025-10-17,232.22
2025-10-17,431.77
2025-10-17,382.4
2025-10-17,407.61
2025-10-17,452.31
2025-10-17,132.36
2025-10-17,351.8
2025-10-17,208.79
2025-10-17,396.18
2025-10-17,187.23
2025-10-17,171.97
2025-10-17,100.58
2025-10-17,365.18
2025-10-17,106.35
2025-10-17,157.25
2025-10-17,249.5
2025-10-17,133.66
2025-10-17,438.41
2025-10-17,308.07
2025-10-17,347.12
2025-10-17,133.55
2025-10-17,432.83
2025-10-17,254.38
2025-10-17,415.54
2025-10-17,450.19
2025-10-17,149.72
2025-10-17,123.12
2025-10-17,395.99
2025-10-17,252.45
2025-10-17,355.33
2025-10-17,131.54
2025-10-17,306.41
2025-10-17,349.23
2025-10-17,415.03
2025-10-17,370.32
2025-10-17,119.48
2025-10-17,99.92
2025-10-17,381.69
2025-10-17,343.79
2025-10-17,183.08
2025-10-17,263.41
2025-10-17,329.83
2025-10-17,389.84
2025-10-17,113.42
2025-10-17,459.15
2025-10-17,127.11
2025-10-17,315.25
2025-10-17,304.65
2025-10-17,421.48
2025-10-17,354.51
2025-10-17,415.35
2025-10-17,135.08
2025-10-17,286.67
2025-10-17,205.14
2025-10-17,151.58
2025-10-17,176.53
2025-10-17,323.64
2025-10-17,282.63
2025-10-17,127.11
2025-10-17,300.18
2025-10-17,372.33
2025-10-17,308.58
2025-10-17,272.25
2025-10-17,136.69
2025-10-17,191.55
2025-10-17,478.56
2025-10-17,313.53
2025-10-17,456.18
2025-10-17,502.77
2025-10-17,172.3
2025-10-17,444.24
2025-10-17,103.4
2025-10-17,366.35
2025-10-17,94.09
2025-10-17,100.08
2025-10-17,165.27
2025-10-17,449.24
2025-10-17,289.21
2025-10-17,104.15
2025-10-17,279.34
2025-10-17,234.24
2025-10-17,355.93
2025-10-17,334.23
2025-10-17,413.76
2025-10-17,228.29
2025-10-17,302.4
2025-10-17,298.19
2025-10-17,459.14
2025-10-17,426.54
2025-10-17,207.22
2025-10-17,283.35
2025-10-17,152.5
2025-10-17,203.94
2025-10-17,421.62
2025-10-17,294.86
2025-10-17,306.07
2025-10-17,400.67
2025-10-17,480.86
2025-10-17,410.99
2025-10-17,402.37
2025-10-17,267.39
2025-10-17,437.12
2025-10-17,283.89
2025-10-17,329.86
2025-10-17,298.9
2025-10-17,170.86
2025-10-17,214.29
2025-10-17,351.53
2025-10-17,281.89
2025-10-17,179.34
2025-10-17,298.52
2025-10-17,457.51
2025-10-17,96.84
2025-10-17,362.46
2025-10-17,403.14
2025-10-17,424.96
2025-10-17,488.26
2025-10-17,453.88
2025-10-17,169.84
2025-10-17,389.3
2025-10-17,119.89
2025-10-17,206.62
2025-10-17,100.38
2025-10-17,158.05
2025-10-17,362.86
2025-10-17,303.01
2025-10-17,409.26
2025-10-17,349.62
2025-10-17,357.67
2025-10-17,382.92
2025-10-17,232.92
2025-10-17,370.38
2025-10-17,198.77
2025-10-17,316.25
2025-10-17,118.62
2025-10-17,239.11
2025-10-17,129.76
2025-10-17,111.78
2025-10-17,453.01
2025-10-17,348.67
2025-10-17,186.24
2025-10-17,134.62
2025-10-17,394.17
2025-10-17,145.29
2025-10-17,317.18
2025-10-17,211.56
2025-10-17,248.37
2025-10-17,199.41
2025-10-17,178.03
2025-10-17,303.61
2025-10-17,275.81
2025-10-17,460.02
2025-10-17,134.46
2025-10-17,164.91
2025-10-17,293.72
2025-10-17,496.17
2025-10-17,311.3
2025-10-17,351.12
2025-10-17,194.56
2025-10-17,447.71
2025-10-17,470.45
2025-10-17,256.71
2025-10-17,103.99
2025-10-17,478.16
2025-10-17,450.61
2025-10-17,180.48
2025-10-17,135.46
2025-10-17,118.11
2025-10-17,470.35
2025-10-17,265.77
2025-10-17,250.38
2025-10-17,238.05
2025-10-17,257.81
2025-10-17,306.09
2025-10-17,444.79
2025-10-17,222.08
2025-10-17,268.92
2025-10-17,316.7
2025-10-17,455.44
2025-10-17,367.23
2025-10-17,467.93
2025-10-17,260.0
2025-10-17,143.23
2025-10-17,429.7
2025-10-17,95.93
2025-10-17,191.3
2025-10-17,265.0
2025-10-17,121.6
2025-10-17,346.13
2025-10-17,315.4
2025-10-17,105.02
2025-10-17,327.41
2025-10-17,145.56
2025-10-17,162.55
2025-10-17,392.11
2025-10-17,256.8
2025-10-17,277.16
2025-10-17,181.26
2025-10-17,172.03
2025-10-17,456.44
2025-10-17,294.3
2025-10-17,409.87
2025-10-17,421.82
2025-10-17,349.66
2025-10-17,491.17
2025-10-17,376.53
2025-10-17,312.34
2025-10-17,408.84
2025-10-17,284.41
2025-10-17,420.07
2025-10-17,243.0
2025-10-17,179.89
2025-10-17,407.23
2025-10-17,168.83
2025-10-17,486.36
2025-10-17,88.77
2025-10-17,251.06
2025-10-17,101.23
2025-10-17,425.72
2025-10-17,426.18
2025-10-17,473.28
2025-10-17,112.88
2025-10-17,269.59
2025-10-17,254.44
2025-10-17,378.48
2025-10-17,365.43
2025-10-17,346.1
2025-10-17,233.92
2025-10-17,233.9
2025-10-17,235.88
2025-10-17,334.12
2025-10-17,238.68
2025-10-17,141.06
2025-10-17,328.01
2025-10-17,363.87
2025-10-17,359.15
2025-10-17,358.87
2025-10-17,245.78
2025-10-17,445.89
2025-10-17,447.1
2025-10-17,259.68
2025-10-17,451.62
2025-10-17,260.04
2025-10-17,176.37
2025-10-17,220.38
2025-10-17,224.2
2025-10-17,300.47
2025-10-17,119.65
2025-10-17,450.44
2025-10-17,359.24
2025-10-17,392.49
2025-10-17,448.87
2025-10-17,426.72
2025-10-17,245.35
2025-10-17,266.15
2025-10-17,249.84
2025-10-17,155.89
2025-10-17,227.77
2025-10-17,162.91
2025-10-17,420.85
2025-10-17,298.24
2025-10-17,322.4
2025-10-17,329.81
2025-10-17,342.92
2025-10-17,216.34
2025-10-17,441.33
2025-10-17,347.77
2025-10-17,358.34
2025-10-17,253.81
2025-10-17,235.96
2025-10-17,416.65
2025-10-17,352.99
2025-10-17,490.78
2025-10-17,431.68
2025-10-17,324.24
2025-10-17,348.19
2025-10-17,357.16
2025-10-17,346.04
2025-10-17,211.93
2025-10-17,136.83
2025-10-17,309.28
2025-10-17,319.31
2025-10-17,183.58
2025-10-17,434.64
2025-10-17,144.74
2025-10-17,297.71
2025-10-17,225.13
2025-10-17,310.28
2025-10-17,416.06
2025-10-17,164.87
2025-10-17,322.62
2025-10-17,384.33
2025-10-17,310.14
2025-10-17,445.57
2025-10-17,291.28
2025-10-17,477.03
2025-10-17,180.77
2025-10-17,346.17
2025-10-17,129.78
2025-10-17,378.87
2025-10-17,456.78
2025-10-17,463.74
2025-10-17,198.64
2025-10-17,331.08
2025-10-17,134.85
2025-10-17,392.16
2025-10-17,193.35
2025-10-17,337.17
2025-10-17,406.75
2025-10-17,180.08
2025-10-17,148.7
2025-10-17,321.78
2025-10-17,401.88
2025-10-17,425.34
2025-10-17,402.15
2025-10-17,391.47
2025-10-17,221.27
2025-10-17,95.45
2025-10-17,161.54
2025-10-17,344.65
2025-10-17,384.76
2025-10-17,307.37
2025-10-17,207.66
2025-10-17,251.93
2025-10-17,466.16
2025-10-17,431.24
2025-10-17,138.68
2025-10-17,453.68
2025-10-17,250.7
2025-10-17,269.45
2025-10-17,444.15
2025-10-17,346.1
2025-10-17,163.84
2025-10-17,145.36
2025-10-17,410.35
2025-10-17,404.18
2025-10-17,357.93
2025-10-17,95.18
2025-10-17,179.14
2025-10-17,272.49
2025-10-17,402.42
2025-10-17,355.23
2025-10-17,313.0
2025-10-17,319.93
2025-10-17,323.91
2025-10-17,392.35
2025-10-17,186.84
2025-10-17,104.57
2025-10-17,282.29
2025-10-17,249.48
2025-10-17,413.94
2025-10-17,323.65
2025-10-17,327.18
2025-10-17,334.62
2025-10-17,276.63
2025-10-17,453.51
2025-10-17,318.0
2025-10-17,223.81
2025-10-17,260.81
2025-10-17,393.68
2025-10-17,303.82
2025-10-17,511.21
2025-10-17,280.53
2025-10-17,137.91
2025-10-17,208.36
2025-10-17,304.74
2025-10-17,269.84
2025-10-17,488.51
2025-10-17,309.81
2025-10-17,149.96
2025-10-17,312.26
2025-10-17,199.52
2025-10-17,284.12
2025-10-17,425.13
2025-10-17,204.0
2025-10-17,279.6
2025-10-17,385.92
2025-10-17,305.71
2025-10-17,427.32
2025-10-17,256.66
2025-10-17,255.96
2025-10-17,440.78
2025-10-17,284.16
2025-10-17,234.49
2025-10-17,422.76
2025-10-17,178.03
2025-10-17,165.15
2025-10-17,323.72
2025-10-17,175.9
2025-10-17,172.03
2025-10-17,401.41
2025-10-17,340.96
2025-10-17,441.24
2025-10-17,144.99
2025-10-17,130.68
2025-10-17,157.41
2025-10-17,339.38
2025-10-17,428.29
2025-10-17,137.18
2025-10-17,408.78
2025-10-17,135.35
2025-10-17,207.99
2025-10-17,253.65
2025-10-17,223.36
2025-10-17,489.21
2025-10-17,429.18
2025-10-17,253.34
2025-10-17,124.51
2025-10-17,213.26
2025-10-17,442.11
2025-10-17,151.41
2025-10-17,247.38
2025-10-17,368.01
2025-10-17,288.67
2025-10-17,445.69
2025-10-17,197.94
2025-10-17,443.07
2025-10-17,278.34
2025-10-17,425.17
2025-10-17,82.91
2025-10-17,320.47
2025-10-17,225.65
2025-10-17,395.47
2025-10-17,238.11
2025-10-17,225.18
2025-10-17,135.99
2025-10-17,481.95
2025-10-17,384.87
2025-10-17,229.12
2025-10-17,372.9
2025-10-17,339.35
2025-10-17,162.67
2025-10-17,437.65
2025-10-17,308.28
2025-10-17,225.17
2025-10-17,105.66
2025-10-17,303.73
2025-10-17,136.24
2025-10-17,366.92
2025-10-17,243.78
2025-10-17,143.09
2025-10-17,346.05
2025-10-17,345.77
2025-10-17,170.75
2025-10-17,230.35
2025-10-17,498.85
2025-10-17,355.91
2025-10-17,204.19
2025-10-17,364.17
2025-10-17,145.17
2025-10-17,352.13
2025-10-17,167.59
2025-10-17,314.68
2025-10-17,95.07
2025-10-17,260.13
2025-10-17,449.99
2025-10-17,332.35
2025-10-17,222.31
2025-10-17,467.97
2025-10-17,234.37
2025-10-17,366.54
2025-10-17,450.0
2025-10-17,334.31
2025-10-17,479.76
2025-10-17,393.69
2025-10-17,228.61
2025-10-17,203.35
2025-10-17,216.66
2025-10-17,325.93
2025-10-17,342.35
2025-10-17,473.77
2025-10-17,328.1
2025-10-17,318.2
2025-10-17,240.96
2025-10-17,147.12
2025-10-17,148.7
2025-10-17,426.15
2025-10-17,236.63
2025-10-17,301.57
2025-10-17,393.77
2025-10-17,149.37
2025-10-17,228.81
2025-10-17,204.66
2025-10-17,304.98
2025-10-17,244.24
2025-10-17,463.7
2025-10-17,287.84
2025-10-17,204.4
2025-10-17,108.74
2025-10-17,230.83
2025-10-17,195.18
2025-10-17,463.02
2025-10-17,382.8
2025-10-17,210.4
2025-10-17,404.84
2025-10-17,202.3
2025-10-17,148.91
2025-10-17,166.72
2025-10-17,329.01
2025-10-17,431.65
2025-10-17,142.54
2025-10-17,239.32
2025-10-17,423.9
2025-10-17,316.43
2025-10-17,398.29
2025-10-17,187.31
2025-10-17,423.33
2025-10-17,223.1
2025-10-17,200.32
2025-10-17,425.04
2025-10-17,433.97
2025-10-17,310.75
2025-10-17,378.7
2025-10-17,126.33
2025-10-17,298.83
2025-10-17,473.28
2025-10-17,326.27
2025-10-17,379.96
2025-10-17,153.09
2025-10-17,209.49
2025-10-17,493.07
2025-10-17,237.48
2025-10-17,402.49
2025-10-17,283.67
2025-10-17,185.86
2025-10-17,192.16
2025-10-17,266.47
2025-10-17,185.47
2025-10-17,287.67
2025-10-17,384.27
2025-10-17,458.71
2025-10-17,246.22
2025-10-17,301.98
2025-10-17,172.14
2025-10-17,418.83
2025-10-17,194.13
2025-10-17,432.07
2025-10-17,194.82
2025-10-17,203.98
2025-10-17,476.21
2025-10-17,404.02
2025-10-17,422.34
2025-10-17,462.46
2025-10-17,356.65
2025-10-17,349.79
2025-10-17,368.88
2025-10-17,417.55
2025-10-17,464.29
2025-10-17,260.81
2025-10-17,358.3
2025-10-17,249.21
2025-10-17,143.98
2025-10-17,221.19
2025-10-17,259.89
2025-10-17,279.93
2025-10-17,352.89
2025-10-17,161.77
2025-10-17,430.38
2025-10-17,420.63
2025-10-17,393.53
2025-10-17,154.18
2025-10-17,128.67
2025-10-17,266.88
2025-10-17,301.25
2025-10-17,473.99
2025-10-17,344.32
2025-10-17,331.97
2025-10-17,315.57
2025-10-17,395.55
2025-10-17,119.32
2025-10-17,403.69
2025-10-17,356.34
2025-10-17,394.07
2025-10-17,420.74
2025-10-17,367.2
2025-10-17,313.66
2025-10-17,124.34
2025-10-17,211.7
2025-10-17,408.38
2025-10-17,258.55
2025-10-17,332.16
